13575529.097254883,0,0
13198322.16703246,0,1
12262224.487879481,0,2
7862095.9556862945,1,0
8066115.824028426,1,1
8072289.404893674,1,2
12185340.383931745,2,1
6827377.840187629,2,0
7952938.208015033,2,2
4254912.5180767,3,1
4849389.270183615,3,0
6378311.050325173,3,2
4334222.667591827,4,2
4176670.743539324,4,0
2984695.510204082,4,1
7420326.287846601,5,2
4238936.165279292,5,0
3947345.0104506747,5,1
5275012.744183362,6,2
3674920.5966308857,6,0
4591458.667162282,7,2
3952061.1417527683,6,1
4106880.872719428,8,2
3457666.6771742906,7,0
3400595.24916758,7,1
4663110.907050298,9,2
3610685.153364539,8,0
4849689.443190741,8,1
8826892.806674756,10,2
6214930.670450061,11,2
4582803.13855256,9,0
3656052.1358165764,9,1
5673956.225403168,12,2
4727773.496294074,10,0
4345280.18153209,10,1
4832374.678833112,13,2
4635395.959268116,11,0
11041586.303256242,14,2
7307924.36739643,11,1
7385273.562165858,12,0
5822193.2996312,15,2
4672606.135993792,12,1
7841860.983854085,13,0
6307826.963066561,16,2
8581864.78391902,14,0
6297136.860283019,13,1
12886044.839593437,17,2
11096678.509861648,14,1
6244083.1029724395,15,0
9202347.074378818,18,2
8939141.745066203,15,1
11266322.099286312,19,2
7865636.536260622,16,0
10011533.280029802,16,1
8888176.16953141,20,2
6898744.877242512,17,0
9323019.334922219,17,1
6466877.812261222,21,2
6876825.04175463,18,1
10884466.689952975,22,2
4952087.968447517,18,0
6869383.000576171,19,1
7465801.796896265,23,2
7548188.6421629125,19,0
9490283.6852433,20,0
8701770.697807247,24,2
7285421.659218789,20,1
11788530.404316125,21,0
12358660.381100012,21,1
14401496.77012763,22,0
13879511.669222675,22,1
14174815.848646984,23,0
11923908.78968926,23,1
12403380.615512615,24,0
15079981.082582235,24,1
13575529.097254883,0,0
13198322.16703246,0,1
12262224.487879481,0,2
7862095.9556862945,1,0
8066115.824028426,1,1
8072289.404893674,1,2
12185340.383931745,2,1
6827377.840187629,2,0
7952938.208015033,2,2
4254912.5180767,3,1
4849389.270183615,3,0
6378311.050325173,3,2
4334222.667591827,4,2
4176670.743539324,4,0
2984695.510204082,4,1
7420326.287846601,5,2
4238936.165279292,5,0
3947345.0104506747,5,1
5275012.744183362,6,2
3674920.5966308857,6,0
4591458.667162282,7,2
3952061.1417527683,6,1
4106880.872719428,8,2
3457666.6771742906,7,0
3400595.24916758,7,1
4663110.907050298,9,2
3610685.153364539,8,0
4849689.443190741,8,1
8826892.806674756,10,2
6214930.670450061,11,2
4582803.13855256,9,0
3656052.1358165764,9,1
5673956.225403168,12,2
4727773.496294074,10,0
4345280.18153209,10,1
4832374.678833112,13,2
4635395.959268116,11,0
11041586.303256242,14,2
7307924.36739643,11,1
7385273.562165858,12,0
5822193.2996312,15,2
4672606.135993792,12,1
7841860.983854085,13,0
6307826.963066561,16,2
8581864.78391902,14,0
6297136.860283019,13,1
12886044.839593437,17,2
11096678.509861648,14,1
6244083.1029724395,15,0
9202347.074378818,18,2
8939141.745066203,15,1
11266322.099286312,19,2
7865636.536260622,16,0
10011533.280029802,16,1
8888176.16953141,20,2
6898744.877242512,17,0
9323019.334922219,17,1
6466877.812261222,21,2
6876825.04175463,18,1
10884466.689952975,22,2
4952087.968447517,18,0
6869383.000576171,19,1
7465801.796896265,23,2
7548188.6421629125,19,0
9490283.6852433,20,0
8701770.697807247,24,2
7285421.659218789,20,1
11788530.404316125,21,0
12358660.381100012,21,1
14401496.77012763,22,0
13879511.669222675,22,1
14174815.848646984,23,0
11923908.78968926,23,1
12403380.615512615,24,0
15079981.082582235,24,1
13575529.097254883,0,0
13198322.16703246,0,1
12262224.487879481,0,2
7862095.9556862945,1,0
8066115.824028426,1,1
8072289.404893674,1,2
12185340.383931745,2,1
6827377.840187629,2,0
7952938.208015033,2,2
4254912.5180767,3,1
4849389.270183615,3,0
6378311.050325173,3,2
4334222.667591827,4,2
4176670.743539324,4,0
2984695.510204082,4,1
7420326.287846601,5,2
4238936.165279292,5,0
3947345.0104506747,5,1
5275012.744183362,6,2
3674920.5966308857,6,0
4591458.667162282,7,2
3952061.1417527683,6,1
4106880.872719428,8,2
3457666.6771742906,7,0
3400595.24916758,7,1
4663110.907050298,9,2
3610685.153364539,8,0
4849689.443190741,8,1
8826892.806674756,10,2
6214930.670450061,11,2
4582803.13855256,9,0
3656052.1358165764,9,1
5673956.225403168,12,2
4727773.496294074,10,0
4345280.18153209,10,1
4832374.678833112,13,2
4635395.959268116,11,0
11041586.303256242,14,2
7307924.36739643,11,1
7385273.562165858,12,0
5822193.2996312,15,2
4672606.135993792,12,1
7841860.983854085,13,0
6307826.963066561,16,2
8581864.78391902,14,0
6297136.860283019,13,1
12886044.839593437,17,2
11096678.509861648,14,1
6244083.1029724395,15,0
9202347.074378818,18,2
8939141.745066203,15,1
11266322.099286312,19,2
7865636.536260622,16,0
10011533.280029802,16,1
8888176.16953141,20,2
6898744.877242512,17,0
9323019.334922219,17,1
6466877.812261222,21,2
6876825.04175463,18,1
10884466.689952975,22,2
4952087.968447517,18,0
6869383.000576171,19,1
7465801.796896265,23,2
7548188.6421629125,19,0
9490283.6852433,20,0
8701770.697807247,24,2
7285421.659218789,20,1
11788530.404316125,21,0
12358660.381100012,21,1
14401496.77012763,22,0
13879511.669222675,22,1
14174815.848646984,23,0
11923908.78968926,23,1
12403380.615512615,24,0
15079981.082582235,24,1
